Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
50293,SDGSUICIDE,COUNTRY,LVA,EUR,Europe,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.4 [7.2-9.9],8.40446,7.16331,9.93316,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
50669,SDGSUICIDE,COUNTRY,ROU,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.7 [10.5-12.8],11.69771,10.45976,12.82715,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
50917,SDGSUICIDE,COUNTRY,ZMB,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,1.9,1.86,,,,2021-07-16T09:22:32Z,2019,2019-01-01,2019-12-31
51625,SDGSUICIDE,COUNTRY,BEL,EUR,Europe,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,31.6 [28.9-34.6],31.61649,28.89038,34.59679,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
52460,SDGSUICIDE,COUNTRY,ISL,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,11.3,11.26,,,,2021-07-06T14:15:42Z,2019,2019-01-01,2019-12-31
53842,SDGSUICIDE,COUNTRY,BIH,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,17.5 [13.4-23.5],17.45593,13.40013,23.49747,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
53946,SDGSUICIDE,COUNTRY,BRN,WPR,Western Pacific,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.6 [1.1-2.2],1.63862,1.0966,2.23589,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
54615,SDGSUICIDE,COUNTRY,AUS,WPR,Western Pacific,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-24,,,,,11.8,11.8,,,,2021-07-06T14:13:43Z,2019,2019-01-01,2019-12-31
54972,SDGSUICIDE,REGION,EUR,,,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.9 [7.1-8.6],7.87993,7.1162,8.57426,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
55034,SDGSUICIDE,COUNTRY,ISR,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,3.4,3.45,,,,2021-07-16T09:25:57Z,2019,2019-01-01,2019-12-31
55173,SDGSUICIDE,COUNTRY,CUB,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-19,,,,,3.7,3.71,,,,2021-07-16T09:25:52Z,2019,2019-01-01,2019-12-31
55290,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.6 [3.8-5.5],4.58142,3.76225,5.50246,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
56171,SDGSUICIDE,COUNTRY,PHL,WPR,Western Pacific,YEAR,2005,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.4 [1.9-2.7],2.39777,1.88935,2.74795,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
56249,SDGSUICIDE,COUNTRY,ZMB,AFR,Africa,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.8 [1.7-4.3],2.83789,1.69391,4.28797,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
57008,SDGSUICIDE,COUNTRY,PRT,EUR,Europe,YEAR,2011,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.4 [4.6-6.2],5.40902,4.63723,6.21676,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
57144,SDGSUICIDE,COUNTRY,HUN,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS30-49,,,,,14.8,14.79,,,,2021-07-16T09:31:26Z,2019,2019-01-01,2019-12-31
57482,SDGSUICIDE,COUNTRY,ARM,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,1.3,1.31,,,,2021-07-06T14:14:54Z,2019,2019-01-01,2019-12-31
57550,SDGSUICIDE,COUNTRY,KIR,WPR,Western Pacific,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,20.3 [12.5-29.7],20.26919,12.46928,29.65181,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
58065,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2017,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.9 [3.1-4.9],3.90486,3.0503,4.9407,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
59313,SDGSUICIDE,COUNTRY,GAB,AFR,Africa,YEAR,2007,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.9 [8.9-21.0],13.92578,8.87479,21.01623,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
59444,SDGSUICIDE,COUNTRY,MDA,EUR,Europe,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.0 [4.2-5.7],5.04324,4.15361,5.69531,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
59597,SDGSUICIDE,COUNTRY,SWE,EUR,Europe,YEAR,2009,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,22.0 [20.1-23.9],21.9867,20.07286,23.92855,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
59833,SDGSUICIDE,COUNTRY,ZWE,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,25.7,25.68,,,,2021-07-06T14:15:13Z,2019,2019-01-01,2019-12-31
59893,SDGSUICIDE,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.5 [2.1-3.2],2.52562,2.12488,3.21864,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
60162,SDGSUICIDE,COUNTRY,MKD,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.7 [6.0-9.9],7.70915,6.0085,9.94996,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
60688,SDGSUICIDE,COUNTRY,VUT,WPR,Western Pacific,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.6 [4.0-10.8],6.60846,4.00894,10.78874,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
60884,SDGSUICIDE,COUNTRY,ESP,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,15.1,15.07,,,,2021-07-06T14:14:58Z,2019,2019-01-01,2019-12-31
61645,SDGSUICIDE,COUNTRY,BRA,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.4 [5.2-5.8],5.4103,5.18443,5.75911,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
61958,SDGSUICIDE,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,3.6,3.57,,,,2021-07-06T14:15:28Z,2019,2019-01-01,2019-12-31
62010,SDGSUICIDE,COUNTRY,NZL,WPR,Western Pacific,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,20.8 [19.0-22.7],20.78492,18.97143,22.71791,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
62716,SDGSUICIDE,COUNTRY,NIC,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.9 [4.4-7.5],5.9338,4.40769,7.46322,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
63119,SDGSUICIDE,REGION,EMR,,,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.4 [3.2-8.4],5.35701,3.17696,8.36895,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
65051,SDGSUICIDE,COUNTRY,ARG,AMR,Americas,YEAR,2020,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.1 [7.0-9.3],8.1218,6.96217,9.29821,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
66001,SDGSUICIDE,COUNTRY,GTM,AMR,Americas,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.4 [6.5-8.6],7.43059,6.4692,8.55744,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
66810,SDGSUICIDE,COUNTRY,MWI,AFR,Africa,YEAR,2020,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.7 [7.2-17.2],11.67952,7.19714,17.23796,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
67641,SDGSUICIDE,COUNTRY,BLR,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,34.2 [31.3-39.1],34.16435,31.26675,39.05432,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
67675,SDGSUICIDE,COUNTRY,URY,AMR,Americas,YEAR,2016,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,21.3 [18.9-24.3],21.27741,18.90814,24.2935,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
68345,SDGSUICIDE,GLOBAL,GLOBAL,,,YEAR,2015,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.2 [10.9-15.6],13.21793,10.85062,15.63497,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
68723,SDGSUICIDE,COUNTRY,SVN,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS35-44,,,,,16.7,16.73,,,,2021-07-06T14:14:50Z,2019,2019-01-01,2019-12-31
68725,SDGSUICIDE,COUNTRY,ISL,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.1 [6.7-9.6],8.09484,6.71388,9.59076,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
69341,SDGSUICIDE,COUNTRY,GNQ,AFR,Africa,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.5 [1.4-6.3],3.48611,1.43396,6.2979,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
69803,SDGSUICIDE,COUNTRY,BWA,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,24.3,24.29,,,,2021-07-06T14:15:56Z,2019,2019-01-01,2019-12-31
69844,SDGSUICIDE,COUNTRY,ETH,AFR,Africa,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.0 [6.2-10.1],7.99888,6.23017,10.14806,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
69912,SDGSUICIDE,COUNTRY,MDA,EUR,Europe,YEAR,2010,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,39.9 [36.7-46.0],39.94118,36.66632,45.95674,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
70258,SDGSUICIDE,COUNTRY,TON,WPR,Western Pacific,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS65-74,,,,,7.5,7.53,,,,2021-07-06T14:15:51Z,2019,2019-01-01,2019-12-31
70652,SDGSUICIDE,COUNTRY,ECU,AMR,Americas,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.5 [7.2-9.9],8.51268,7.19718,9.92573,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
71937,SDGSUICIDE,COUNTRY,ISL,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,21.2,21.19,,,,2021-07-06T14:15:42Z,2019,2019-01-01,2019-12-31
72345,SDGSUICIDE,COUNTRY,HTI,AMR,Americas,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.1 [5.1-14.2],9.05712,5.14934,14.24431,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
74484,SDGSUICIDE,COUNTRY,HTI,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.8 [3.8-12.4],7.77522,3.80113,12.4413,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
74807,SDGSUICIDE,COUNTRY,NOR,EUR,Europe,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,16.1 [15.1-17.2],16.13852,15.09664,17.16408,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
74983,SDGSUICIDE,COUNTRY,GRC,EUR,Europe,YEAR,2020,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.4 [3.6-5.1],4.42128,3.59877,5.09942,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
75208,SDGSUICIDE,COUNTRY,LUX,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.0 [11.1-15.2],13.02526,11.06008,15.16371,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
75848,SDGSUICIDE,COUNTRY,GUY,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,27.6 [20.0-36.5],27.63678,20.04769,36.52994,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
76948,SDGSUICIDE,COUNTRY,BFA,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.6 [2.8-7.1],4.59633,2.78941,7.06394,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
78003,SDGSUICIDE,COUNTRY,GHA,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,0.9,0.92,,,,2021-07-06T14:14:16Z,2019,2019-01-01,2019-12-31
78233,SDGSUICIDE,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2020,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.8 [1.5-2.3],1.79443,1.47487,2.32602,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
79105,SDGSUICIDE,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2013,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.6 [2.6-7.6],4.62396,2.57142,7.56181,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
79966,SDGSUICIDE,COUNTRY,TON,WPR,Western Pacific,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,6.4,6.35,,,,2021-07-16T09:26:04Z,2019,2019-01-01,2019-12-31
80317,SDGSUICIDE,COUNTRY,ERI,AFR,Africa,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.5 [12.3-33.1],19.47065,12.28202,33.06505,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
80430,SDGSUICIDE,COUNTRY,GRD,AMR,Americas,YEAR,2011,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.7 [1.4-2.0],1.73632,1.42097,2.04177,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
80601,SDGSUICIDE,COUNTRY,SWE,EUR,Europe,YEAR,2003,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.9 [18.2-21.7],19.91074,18.19527,21.67212,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
80763,SDGSUICIDE,COUNTRY,GRD,AMR,Americas,YEAR,2013,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.4 [1.1-1.6],1.37703,1.11766,1.63768,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
82250,SDGSUICIDE,COUNTRY,ECU,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,19.4,19.38,,,,2021-07-06T14:15:58Z,2019,2019-01-01,2019-12-31
82289,SDGSUICIDE,COUNTRY,CPV,AFR,Africa,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,20.4 [13.0-30.2],20.40767,12.96199,30.22765,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
82407,SDGSUICIDE,COUNTRY,ATG,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,0,0,,,,2021-07-06T14:16:12Z,2019,2019-01-01,2019-12-31
83225,SDGSUICIDE,COUNTRY,MRT,AFR,Africa,YEAR,2021,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.7 [1.9-7.4],3.73649,1.90411,7.35713,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
83500,SDGSUICIDE,COUNTRY,ITA,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,6.1,6.12,,,,2021-07-06T14:14:18Z,2019,2019-01-01,2019-12-31
85479,SDGSUICIDE,COUNTRY,NLD,EUR,Europe,YEAR,2018,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.3 [9.9-12.5],11.27898,9.89931,12.53521,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
85731,SDGSUICIDE,COUNTRY,AUT,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,2.7,2.68,,,,2021-07-06T14:14:09Z,2019,2019-01-01,2019-12-31
85763,SDGSUICIDE,COUNTRY,ZWE,AFR,Africa,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.9 [4.4-15.2],9.92277,4.38037,15.22716,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
86442,SDGSUICIDE,COUNTRY,THA,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,9.4,9.42,,,,2021-07-16T09:22:30Z,2019,2019-01-01,2019-12-31
86922,SDGSUICIDE,COUNTRY,LSO,AFR,Africa,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,39.2 [25.2-67.2],39.15126,25.18049,67.17154,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
87765,SDGSUICIDE,COUNTRY,THA,SEAR,South-East Asia,YEAR,2012,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.6 [2.6-5.0],3.62357,2.56507,5.03219,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
88134,SDGSUICIDE,COUNTRY,MLI,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS25-34,,,,,4,4.04,,,,2021-07-06T14:14:22Z,2019,2019-01-01,2019-12-31
89341,SDGSUICIDE,COUNTRY,WSM,WPR,Western Pacific,YEAR,2007,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.0 [6.7-16.5],10.96182,6.68879,16.4771,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
89649,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2005,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.8 [1.5-4.5],2.83376,1.47002,4.4898,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
89957,SDGSUICIDE,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-24,,,,,1.2,1.17,,,,2021-07-06T14:13:58Z,2019,2019-01-01,2019-12-31
90407,SDGSUICIDE,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS30-49,,,,,1.7,1.71,,,,2021-07-16T09:31:21Z,2019,2019-01-01,2019-12-31
90425,SDGSUICIDE,COUNTRY,CMR,AFR,Africa,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.9 [7.7-20.6],12.86059,7.68814,20.56458,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
91158,SDGSUICIDE,COUNTRY,USA,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-24,,,,,22.3,22.34,,,,2021-07-06T14:14:07Z,2019,2019-01-01,2019-12-31
91504,SDGSUICIDE,COUNTRY,PAN,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS45-54,,,,,3.3,3.31,,,,2021-07-06T14:15:07Z,2019,2019-01-01,2019-12-31
91658,SDGSUICIDE,COUNTRY,HRV,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.3 [7.3-9.5],8.27343,7.31933,9.47556,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
92193,SDGSUICIDE,COUNTRY,MNE,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,10.5,10.53,,,,2021-07-06T14:15:05Z,2019,2019-01-01,2019-12-31
92383,SDGSUICIDE,COUNTRY,MEX,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,1.7,1.75,,,,2021-07-06T14:15:04Z,2019,2019-01-01,2019-12-31
92602,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS35-44,,,,,4.5,4.5,,,,2021-07-06T14:14:35Z,2019,2019-01-01,2019-12-31
92675,SDGSUICIDE,COUNTRY,LBR,AFR,Africa,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.8 [3.2-9.7],5.79656,3.22829,9.65497,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
93309,SDGSUICIDE,COUNTRY,SLE,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,125.1,125.08,,,,2021-07-06T14:16:26Z,2019,2019-01-01,2019-12-31
94182,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2010,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.1 [17.2-20.5],19.06971,17.16408,20.52486,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
94692,SDGSUICIDE,COUNTRY,JPN,WPR,Western Pacific,YEAR,2017,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,17.2 [16.1-17.9],17.18637,16.13889,17.87103,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
94774,SDGSUICIDE,COUNTRY,KEN,AFR,Africa,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.1 [2.3-4.2],3.09766,2.25083,4.24692,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
95101,SDGSUICIDE,COUNTRY,ESP,EUR,Europe,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.1 [11.8-14.4],13.11459,11.75673,14.39031,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
95407,SDGSUICIDE,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.4 [4.7-11.6],8.36711,4.6545,11.61529,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
95822,SDGSUICIDE,COUNTRY,KAZ,EUR,Europe,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,37.2 [32.8-40.1],37.15552,32.82878,40.14404,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
96121,SDGSUICIDE,COUNTRY,SLE,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,71.8,71.84,,,,2021-07-06T14:16:08Z,2019,2019-01-01,2019-12-31
96866,SDGSUICIDE,COUNTRY,SLE,AFR,Africa,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.0 [2.1-6.7],3.97852,2.11653,6.68855,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
97077,SDGSUICIDE,COUNTRY,MKD,EUR,Europe,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.1 [2.9-5.3],4.07119,2.91157,5.34783,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
98950,SDGSUICIDE,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.6 [6.3-16.7],10.55694,6.26564,16.65038,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
99003,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.7 [1.4-4.3],2.71429,1.40752,4.25485,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
99173,SDGSUICIDE,COUNTRY,MLT,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.9 [1.6-2.4],1.92901,1.5501,2.35827,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
99357,SDGSUICIDE,COUNTRY,ARG,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,15.8,15.83,,,,2021-07-06T14:16:12Z,2019,2019-01-01,2019-12-31
99386,SDGSUICIDE,COUNTRY,LUX,EUR,Europe,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,22.9 [19.5-26.5],22.87416,19.47676,26.53835,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
